FastApi

---------- coverage: platform linux, python 3.8.10-final-0 -----------
Name                                                                                      Stmts   Miss  Cover
tests/test_tutorial/test_behind_a_proxy/test_tutorial003.py                                  12      0   100%
tests/test_tutorial/test_behind_a_proxy/test_tutorial004.py                                  12      0   100%
tests/test_tutorial/test_bigger_applications/__init__.py                                      0      0   100%
tests/test_tutorial/test_bigger_applications/test_main.py                                   108      0   100%
tests/test_tutorial/test_bigger_applications/test_main_an.py                                108      0   100%
tests/test_tutorial/test_bigger_applications/test_main_an_py39.py                           134     78    42%
tests/test_tutorial/test_body/__init__.py                                                     0      0   100%
tests/test_tutorial/test_body/test_tutorial001.py                                            78      0   100%
tests/test_tutorial/test_body/test_tutorial001_py310.py                                      95     56    41%
tests/test_tutorial/test_body_fields/__init__.py                                              0      0   100%
tests/test_tutorial/test_body_fields/test_tutorial001.py                                     24      0   100%
tests/test_tutorial/test_body_fields/test_tutorial001_an.py                                  24      0   100%
tests/test_tutorial/test_body_fields/test_tutorial001_an_py39.py                             29     15    48%
tests/test_tutorial/test_body_fields/test_tutorial001_an_py310.py                            29     15    48%
tests/test_tutorial/test_body_fields/test_tutorial001_py310.py                               29     15    48%
tests/test_tutorial/test_body_multiple_params/__init__.py                                     0      0   100%
tests/test_tutorial/test_body_multiple_params/test_tutorial001.py                            28      0   100%
tests/test_tutorial/test_body_multiple_params/test_tutorial001_an.py                         28      0   100%
tests/test_tutorial/test_body_multiple_params/test_tutorial001_an_py39.py                    34     18    47%
tests/test_tutorial/test_body_multiple_params/test_tutorial001_an_py310.py                   34     18    47%
tests/test_tutorial/test_body_multiple_params/test_tutorial001_py310.py                      34     18    47%
tests/test_tutorial/test_body_multiple_params/test_tutorial003.py                            24      0   100%
tests/test_tutorial/test_body_multiple_params/test_tutorial003_an.py                         24      0   100%
tests/test_tutorial/test_body_multiple_params/test_tutorial003_an_py39.py                    29     15    48%
tests/test_tutorial/test_body_multiple_params/test_tutorial003_an_py310.py                   29     15    48%
tests/test_tutorial/test_body_multiple_params/test_tutorial003_py310.py                      29     15    48%
tests/test_tutorial/test_body_nested_models/__init__.py                                       0      0   100%
tests/test_tutorial/test_body_nested_models/test_tutorial009.py                              22      0   100%
tests/test_tutorial/test_body_nested_models/test_tutorial009_py39.py                         26     14    46%
tests/test_tutorial/test_body_updates/__init__.py                                             0      0   100%
tests/test_tutorial/test_body_updates/test_tutorial001.py                                    25      3    88%
tests/test_tutorial/test_body_updates/test_tutorial001_py39.py                               29     14    52%
tests/test_tutorial/test_body_updates/test_tutorial001_py310.py                              29     14    52%
tests/test_tutorial/test_conditional_openapi/__init__.py                                      0      0   100%
tests/test_tutorial/test_conditional_openapi/test_tutorial001.py                             33      0   100%
tests/test_tutorial/test_configure_swagger_ui/__init__.py                                     0      0   100%
tests/test_tutorial/test_configure_swagger_ui/test_tutorial001.py                            19      0   100%
tests/test_tutorial/test_configure_swagger_ui/test_tutorial002.py                            20      0   100%
tests/test_tutorial/test_configure_swagger_ui/test_tutorial003.py                            20      0   100%
tests/test_tutorial/test_cookie_params/__init__.py                                            0      0   100%
tests/test_tutorial/test_cookie_params/test_tutorial001.py                                   15      0   100%
tests/test_tutorial/test_cookie_params/test_tutorial001_an.py                                15      0   100%
tests/test_tutorial/test_cookie_params/test_tutorial001_an_py39.py                           19     10    47%
tests/test_tutorial/test_cookie_params/test_tutorial001_an_py310.py                          19     10    47%
tests/test_tutorial/test_cookie_params/test_tutorial001_py310.py                             19     10    47%
tests/test_tutorial/test_cors/__init__.py                                                     0      0   100%
tests/test_tutorial/test_cors/test_tutorial001.py                                            19      0   100%
tests/test_tutorial/test_custom_docs_ui/__init__.py                                           0      0   100%
tests/test_tutorial/test_custom_docs_ui/test_tutorial001.py                                  30      0   100%
tests/test_tutorial/test_custom_docs_ui/test_tutorial002.py                                  30      0   100%
tests/test_tutorial/test_custom_request_and_route/__init__.py                                 0      0   100%
tests/test_tutorial/test_custom_request_and_route/test_tutorial001.py                        25      0   100%
tests/test_tutorial/test_custom_request_and_route/test_tutorial002.py                        10      0   100%
tests/test_tutorial/test_custom_request_and_route/test_tutorial003.py                        12      0   100%
tests/test_tutorial/test_custom_response/__init__.py                                          0      0   100%
tests/test_tutorial/test_custom_response/test_tutorial001.py                                 11      0   100%
tests/test_tutorial/test_custom_response/test_tutorial001b.py                                11      0   100%
tests/test_tutorial/test_custom_response/test_tutorial004.py                                 12      0   100%
tests/test_tutorial/test_custom_response/test_tutorial005.py                                 11      0   100%
tests/test_tutorial/test_custom_response/test_tutorial006.py                                 11      0   100%
tests/test_tutorial/test_custom_response/test_tutorial006b.py                                11      0   100%
tests/test_tutorial/test_custom_response/test_tutorial006c.py                                11      0   100%
tests/test_tutorial/test_custom_response/test_tutorial007.py                                  7      0   100%
tests/test_tutorial/test_custom_response/test_tutorial008.py                                 12      0   100%
tests/test_tutorial/test_custom_response/test_tutorial009.py                                 12      0   100%
tests/test_tutorial/test_custom_response/test_tutorial009b.py                                12      0   100%
tests/test_tutorial/test_custom_response/test_tutorial009c.py                                 6      0   100%
tests/test_tutorial/test_dataclasses/__init__.py                                              0      0   100%
tests/test_tutorial/test_dataclasses/test_tutorial001.py                                     16      0   100%
tests/test_tutorial/test_dataclasses/test_tutorial002.py                                     12      0   100%
tests/test_tutorial/test_dataclasses/test_tutorial003.py                                     22      3    86%
tests/test_tutorial/test_dependencies/__init__.py                                             0      0   100%
tests/test_tutorial/test_dependencies/test_tutorial001.py                                    14      0   100%
tests/test_tutorial/test_dependencies/test_tutorial001_an.py                                 14      0   100%
tests/test_tutorial/test_dependencies/test_tutorial001_an_py39.py                            20      9    55%
tests/test_tutorial/test_dependencies/test_tutorial001_an_py310.py                           20      9    55%
tests/test_tutorial/test_dependencies/test_tutorial001_py310.py                              20      9    55%
tests/test_tutorial/test_dependencies/test_tutorial004.py                                    14      0   100%
tests/test_tutorial/test_dependencies/test_tutorial004_an.py                                 14      0   100%
tests/test_tutorial/test_dependencies/test_tutorial004_an_py39.py                            20      9    55%
tests/test_tutorial/test_dependencies/test_tutorial004_an_py310.py                           20      9    55%
tests/test_tutorial/test_dependencies/test_tutorial004_py310.py                              20      9    55%
tests/test_tutorial/test_dependencies/test_tutorial006.py                                    24      0   100%
tests/test_tutorial/test_dependencies/test_tutorial006_an.py                                 24      0   100%
tests/test_tutorial/test_dependencies/test_tutorial006_an_py39.py                            34     18    47%
tests/test_tutorial/test_dependencies/test_tutorial008b.py                                   15      0   100%
tests/test_tutorial/test_dependencies/test_tutorial008b_an.py                                15      0   100%
tests/test_tutorial/test_dependencies/test_tutorial008b_an_py39.py                           23     12    48%
tests/test_tutorial/test_dependencies/test_tutorial008c.py                                   26      0   100%
tests/test_tutorial/test_dependencies/test_tutorial008c_an.py                                26      0   100%
tests/test_tutorial/test_dependencies/test_tutorial008c_an_py39.py                           31     17    45%
tests/test_tutorial/test_dependencies/test_tutorial008d.py                                   26      0   100%
tests/test_tutorial/test_dependencies/test_tutorial008d_an.py                                26      0   100%
tests/test_tutorial/test_dependencies/test_tutorial008d_an_py39.py                           31     18    42%
tests/test_tutorial/test_dependencies/test_tutorial012.py                                    40      0   100%
tests/test_tutorial/test_dependencies/test_tutorial012_an.py                                 40      0   100%
tests/test_tutorial/test_dependencies/test_tutorial012_an_py39.py                            54     30    44%
tests/test_tutorial/test_events/__init__.py                                                   0      0   100%
tests/test_tutorial/test_events/test_tutorial001.py                                          18      0   100%
tests/test_tutorial/test_events/test_tutorial002.py                                          20      0   100%
tests/test_tutorial/test_events/test_tutorial003.py                                          15      0   100%
tests/test_tutorial/test_extending_openapi/__init__.py                                        0      0   100%
tests/test_tutorial/test_extending_openapi/test_tutorial001.py                               15      0   100%
tests/test_tutorial/test_extra_data_types/__init__.py                                         0      0   100%
tests/test_tutorial/test_extra_data_types/test_tutorial001.py                                16      0   100%
tests/test_tutorial/test_extra_data_types/test_tutorial001_an.py                             16      0   100%
tests/test_tutorial/test_extra_data_types/test_tutorial001_an_py39.py                        23     13    43%
tests/test_tutorial/test_extra_data_types/test_tutorial001_an_py310.py                       23     13    43%
tests/test_tutorial/test_extra_data_types/test_tutorial001_py310.py                          23     13    43%
tests/test_tutorial/test_extra_models/__init__.py                                             0      0   100%
tests/test_tutorial/test_extra_models/test_tutorial003.py                                    16      0   100%
tests/test_tutorial/test_extra_models/test_tutorial003_py310.py                              24     12    50%
tests/test_tutorial/test_extra_models/test_tutorial004.py                                    11      0   100%
tests/test_tutorial/test_extra_models/test_tutorial004_py39.py                               18      9    50%
tests/test_tutorial/test_extra_models/test_tutorial005.py                                    11      0   100%
tests/test_tutorial/test_extra_models/test_tutorial005_py39.py                               18      9    50%
tests/test_tutorial/test_first_steps/__init__.py                                              0      0   100%
tests/test_tutorial/test_first_steps/test_tutorial001.py                                     13      0   100%
tests/test_tutorial/test_generate_clients/__init__.py                                         0      0   100%
tests/test_tutorial/test_generate_clients/test_tutorial003.py                                19      0   100%
tests/test_tutorial/test_handling_errors/__init__.py                                          0      0   100%
tests/test_tutorial/test_handling_errors/test_tutorial001.py                                 16      0   100%
tests/test_tutorial/test_handling_errors/test_tutorial002.py                                 16      0   100%
tests/test_tutorial/test_handling_errors/test_tutorial003.py                                 15      0   100%
tests/test_tutorial/test_handling_errors/test_tutorial004.py                                 20      0   100%
tests/test_tutorial/test_handling_errors/test_tutorial005.py                                 17      0   100%
tests/test_tutorial/test_handling_errors/test_tutorial006.py                                 20      0   100%
tests/test_tutorial/test_header_params/__init__.py                                            0      0   100%
tests/test_tutorial/test_header_params/test_tutorial001.py                                   14      0   100%
tests/test_tutorial/test_header_params/test_tutorial001_an.py                                14      0   100%
tests/test_tutorial/test_header_params/test_tutorial001_an_py310.py                          20      9    55%
tests/test_tutorial/test_header_params/test_tutorial001_py310.py                             20      9    55%
tests/test_tutorial/test_header_params/test_tutorial002.py                                   14      0   100%
tests/test_tutorial/test_header_params/test_tutorial002_an.py                                14      0   100%
tests/test_tutorial/test_header_params/test_tutorial002_an_py39.py                           22     11    50%
tests/test_tutorial/test_header_params/test_tutorial002_an_py310.py                          20      9    55%
tests/test_tutorial/test_header_params/test_tutorial002_py310.py                             22     11    50%
tests/test_tutorial/test_header_params/test_tutorial003.py                                   14      0   100%
tests/test_tutorial/test_header_params/test_tutorial003_an.py                                14      0   100%
tests/test_tutorial/test_header_params/test_tutorial003_an_py39.py                           20      9    55%
tests/test_tutorial/test_header_params/test_tutorial003_an_py310.py                          20      9    55%
tests/test_tutorial/test_header_params/test_tutorial003_py310.py                             20      9    55%
tests/test_tutorial/test_metadata/__init__.py                                                 0      0   100%
tests/test_tutorial/test_metadata/test_tutorial001.py                                        11      0   100%
tests/test_tutorial/test_metadata/test_tutorial001_1.py                                      11      0   100%
tests/test_tutorial/test_metadata/test_tutorial004.py                                        12      0   100%
tests/test_tutorial/test_openapi_callbacks/__init__.py                                        0      0   100%
tests/test_tutorial/test_openapi_callbacks/test_tutorial001.py                               14      0   100%
tests/test_tutorial/test_openapi_webhooks/__init__.py                                         0      0   100%
tests/test_tutorial/test_openapi_webhooks/test_tutorial001.py                                13      0   100%
tests/test_tutorial/test_path_operation_advanced_configurations/__init__.py                   0      0   100%
tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial001.py          11      0   100%
tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial002.py          11      0   100%
tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial003.py          11      0   100%
tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial004.py          18      3    83%
tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial005.py          10      0   100%
tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial006.py          11      0   100%
tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial007.py          31      0   100%
tests/test_tutorial/test_path_operation_advanced_configurations/test_tutorial007_pv1.py      31     18    42%
tests/test_tutorial/test_path_operation_configurations/__init__.py                            0      0   100%
tests/test_tutorial/test_path_operation_configurations/test_tutorial002b.py                  15      0   100%
tests/test_tutorial/test_path_operation_configurations/test_tutorial005.py                   18      3    83%
tests/test_tutorial/test_path_operation_configurations/test_tutorial005_py39.py              25     12    52%
tests/test_tutorial/test_path_operation_configurations/test_tutorial005_py310.py             25     12    52%
tests/test_tutorial/test_path_operation_configurations/test_tutorial006.py                   13      0   100%
tests/test_tutorial/test_path_params/__init__.py                                              0      0   100%
tests/test_tutorial/test_path_params/test_tutorial004.py                                     17      0   100%
tests/test_tutorial/test_path_params/test_tutorial005.py                                     25      0   100%
tests/test_tutorial/test_query_params/__init__.py                                             0      0   100%
tests/test_tutorial/test_query_params/test_tutorial005.py                                    16      0   100%
tests/test_tutorial/test_query_params/test_tutorial006.py                                    20      0   100%
tests/test_tutorial/test_query_params/test_tutorial006_py310.py                              24     12    50%
tests/test_tutorial/test_query_params_str_validations/__init__.py                             0      0   100%
tests/test_tutorial/test_query_params_str_validations/test_tutorial010.py                    28      0   100%
tests/test_tutorial/test_query_params_str_validations/test_tutorial010_an.py                 28      0   100%
tests/test_tutorial/test_query_params_str_validations/test_tutorial010_an_py39.py            34     18    47%
tests/test_tutorial/test_query_params_str_validations/test_tutorial010_an_py310.py           34     18    47%
tests/test_tutorial/test_query_params_str_validations/test_tutorial010_py310.py              34     18    47%
tests/test_tutorial/test_query_params_str_validations/test_tutorial011.py                    18      0   100%
tests/test_tutorial/test_query_params_str_validations/test_tutorial011_an.py                 18      0   100%
tests/test_tutorial/test_query_params_str_validations/test_tutorial011_an_py39.py            26     14    46%
tests/test_tutorial/test_query_params_str_validations/test_tutorial011_an_py310.py           26     14    46%
tests/test_tutorial/test_query_params_str_validations/test_tutorial011_py39.py               26     14    46%
tests/test_tutorial/test_query_params_str_validations/test_tutorial011_py310.py              26     14    46%
tests/test_tutorial/test_query_params_str_validations/test_tutorial012.py                    17      0   100%
tests/test_tutorial/test_query_params_str_validations/test_tutorial012_an.py                 17      0   100%
tests/test_tutorial/test_query_params_str_validations/test_tutorial012_an_py39.py            25     14    44%
tests/test_tutorial/test_query_params_str_validations/test_tutorial012_py39.py               25     14    44%
tests/test_tutorial/test_query_params_str_validations/test_tutorial013.py                    17      0   100%
tests/test_tutorial/test_query_params_str_validations/test_tutorial013_an.py                 17      0   100%
tests/test_tutorial/test_query_params_str_validations/test_tutorial013_an_py39.py            25     14    44%
tests/test_tutorial/test_query_params_str_validations/test_tutorial014.py                    15      0   100%
tests/test_tutorial/test_query_params_str_validations/test_tutorial014_an.py                 15      0   100%
tests/test_tutorial/test_query_params_str_validations/test_tutorial014_an_py39.py            23     12    48%
tests/test_tutorial/test_query_params_str_validations/test_tutorial014_an_py310.py           23     12    48%
tests/test_tutorial/test_query_params_str_validations/test_tutorial014_py310.py              23     12    48%
tests/test_tutorial/test_request_files/__init__.py                                            0      0   100%
tests/test_tutorial/test_request_files/test_tutorial001.py                                   42      0   100%
tests/test_tutorial/test_request_files/test_tutorial001_02.py                                32      0   100%
tests/test_tutorial/test_request_files/test_tutorial001_02_an.py                             32      0   100%
tests/test_tutorial/test_request_files/test_tutorial001_02_an_py39.py                        41     24    41%
tests/test_tutorial/test_request_files/test_tutorial001_02_an_py310.py                       41     24    41%
tests/test_tutorial/test_request_files/test_tutorial001_02_py310.py                          41     24    41%
tests/test_tutorial/test_request_files/test_tutorial001_03.py                                23      0   100%
tests/test_tutorial/test_request_files/test_tutorial001_03_an.py                             23      0   100%
tests/test_tutorial/test_request_files/test_tutorial001_03_an_py39.py                        29     18    38%
tests/test_tutorial/test_request_files/test_tutorial001_an.py                                41      0   100%
tests/test_tutorial/test_request_files/test_tutorial001_an_py39.py                           49     31    37%
tests/test_tutorial/test_request_files/test_tutorial002.py                                   41      0   100%
tests/test_tutorial/test_request_files/test_tutorial002_an.py                                41      0   100%
tests/test_tutorial/test_request_files/test_tutorial002_an_py39.py                           56     35    38%
tests/test_tutorial/test_request_files/test_tutorial002_py39.py                              57     35    39%
tests/test_tutorial/test_request_files/test_tutorial003.py                                   32      0   100%
tests/test_tutorial/test_request_files/test_tutorial003_an.py                                32      0   100%
tests/test_tutorial/test_request_files/test_tutorial003_an_py39.py                           46     29    37%
tests/test_tutorial/test_request_files/test_tutorial003_py39.py                              46     29    37%
tests/test_tutorial/test_request_forms/__init__.py                                            0      0   100%
tests/test_tutorial/test_request_forms/test_tutorial001.py                                   32      0   100%
tests/test_tutorial/test_request_forms/test_tutorial001_an.py                                32      0   100%
tests/test_tutorial/test_request_forms/test_tutorial001_an_py39.py                           39     21    46%
tests/test_tutorial/test_request_forms_and_files/__init__.py                                  0      0   100%
tests/test_tutorial/test_request_forms_and_files/test_tutorial001.py                         46      0   100%
tests/test_tutorial/test_request_forms_and_files/test_tutorial001_an.py                      46      0   100%
tests/test_tutorial/test_request_forms_and_files/test_tutorial001_an_py39.py                 53     32    40%
tests/test_tutorial/test_response_change_status_code/__init__.py                              0      0   100%
tests/test_tutorial/test_response_change_status_code/test_tutorial001.py                     11      0   100%
tests/test_tutorial/test_response_cookies/__init__.py                                         0      0   100%
tests/test_tutorial/test_response_cookies/test_tutorial001.py                                 8      0   100%
tests/test_tutorial/test_response_cookies/test_tutorial002.py                                 8      0   100%
tests/test_tutorial/test_response_headers/__init__.py                                         0      0   100%
tests/test_tutorial/test_response_headers/test_tutorial001.py                                 9      0   100%
tests/test_tutorial/test_response_headers/test_tutorial002.py                                 8      0   100%
tests/test_tutorial/test_response_model/__init__.py                                           0      0   100%
tests/test_tutorial/test_response_model/test_tutorial003.py                                  12      0   100%
tests/test_tutorial/test_response_model/test_tutorial003_01.py                               12      0   100%
tests/test_tutorial/test_response_model/test_tutorial003_01_py310.py                         19      9    53%
tests/test_tutorial/test_response_model/test_tutorial003_02.py                               15      0   100%
tests/test_tutorial/test_response_model/test_tutorial003_03.py                               11      0   100%
tests/test_tutorial/test_response_model/test_tutorial003_04.py                                5      0   100%
tests/test_tutorial/test_response_model/test_tutorial003_04_py310.py                          7      2    71%
tests/test_tutorial/test_response_model/test_tutorial003_05.py                               15      0   100%
tests/test_tutorial/test_response_model/test_tutorial003_05_py310.py                         23     12    48%
tests/test_tutorial/test_response_model/test_tutorial003_py310.py                            19      9    53%
tests/test_tutorial/test_response_model/test_tutorial004.py                                  14      0   100%
tests/test_tutorial/test_response_model/test_tutorial004_py39.py                             20      9    55%
tests/test_tutorial/test_response_model/test_tutorial004_py310.py                            20      9    55%
tests/test_tutorial/test_response_model/test_tutorial005.py                                  16      0   100%
tests/test_tutorial/test_response_model/test_tutorial005_py310.py                            24     12    50%
tests/test_tutorial/test_response_model/test_tutorial006.py                                  16      0   100%
tests/test_tutorial/test_response_model/test_tutorial006_py310.py                            24     12    50%
tests/test_tutorial/test_schema_extra_example/__init__.py                                     0      0   100%
tests/test_tutorial/test_schema_extra_example/test_tutorial001.py                            17      0   100%
tests/test_tutorial/test_schema_extra_example/test_tutorial001_pv1.py                        17      8    53%
tests/test_tutorial/test_schema_extra_example/test_tutorial001_py310.py                      19      8    58%
tests/test_tutorial/test_schema_extra_example/test_tutorial001_py310_pv1.py                  19      8    58%
tests/test_tutorial/test_schema_extra_example/test_tutorial004.py                            11      0   100%
tests/test_tutorial/test_schema_extra_example/test_tutorial004_an.py                         11      0   100%
tests/test_tutorial/test_schema_extra_example/test_tutorial004_an_py39.py                    18      8    56%
tests/test_tutorial/test_schema_extra_example/test_tutorial004_an_py310.py                   18      8    56%
tests/test_tutorial/test_schema_extra_example/test_tutorial004_py310.py                      18      8    56%
tests/test_tutorial/test_schema_extra_example/test_tutorial005.py                            15      0   100%
tests/test_tutorial/test_schema_extra_example/test_tutorial005_an.py                         15      0   100%
tests/test_tutorial/test_schema_extra_example/test_tutorial005_an_py39.py                    18      8    56%
tests/test_tutorial/test_schema_extra_example/test_tutorial005_an_py310.py                   18      8    56%
tests/test_tutorial/test_schema_extra_example/test_tutorial005_py310.py                      18      8    56%
tests/test_tutorial/test_security/__init__.py                                                 0      0   100%
tests/test_tutorial/test_security/test_tutorial001.py                                        21      0   100%
tests/test_tutorial/test_security/test_tutorial001_an.py                                     21      0   100%
tests/test_tutorial/test_security/test_tutorial001_an_py39.py                                30     17    43%
tests/test_tutorial/test_security/test_tutorial003.py                                        43      0   100%
tests/test_tutorial/test_security/test_tutorial003_an.py                                     43      0   100%
tests/test_tutorial/test_security/test_tutorial003_an_py39.py                                57     33    42%
tests/test_tutorial/test_security/test_tutorial003_an_py310.py                               57     33    42%
tests/test_tutorial/test_security/test_tutorial003_py310.py                                  57     33    42%
tests/test_tutorial/test_security/test_tutorial005.py                                        98      0   100%
tests/test_tutorial/test_security/test_tutorial005_an.py                                     98      0   100%
tests/test_tutorial/test_security/test_tutorial005_an_py39.py                               125     80    36%
tests/test_tutorial/test_security/test_tutorial005_an_py310.py                              125     80    36%
tests/test_tutorial/test_security/test_tutorial005_py39.py                                  125     80    36%
tests/test_tutorial/test_security/test_tutorial005_py310.py                                 125     80    36%
tests/test_tutorial/test_security/test_tutorial006.py                                        29      0   100%
tests/test_tutorial/test_security/test_tutorial006_an.py                                     29      0   100%
tests/test_tutorial/test_security/test_tutorial006_an_py39.py                                39     23    41%
tests/test_tutorial/test_separate_openapi_schemas/__init__.py                                 0      0   100%
tests/test_tutorial/test_separate_openapi_schemas/test_tutorial001.py                        21      0   100%
tests/test_tutorial/test_separate_openapi_schemas/test_tutorial001_py39.py                   24     12    50%
tests/test_tutorial/test_separate_openapi_schemas/test_tutorial001_py310.py                  24     12    50%
tests/test_tutorial/test_separate_openapi_schemas/test_tutorial002.py                        21      0   100%
tests/test_tutorial/test_separate_openapi_schemas/test_tutorial002_py39.py                   24     12    50%
tests/test_tutorial/test_separate_openapi_schemas/test_tutorial002_py310.py                  24     12    50%
tests/test_tutorial/test_settings/__init__.py                                                 0      0   100%
tests/test_tutorial/test_settings/test_app02.py                                              13      0   100%
tests/test_tutorial/test_settings/test_tutorial001.py                                        11      0   100%
tests/test_tutorial/test_settings/test_tutorial001_pv1.py                                    11      6    45%
tests/test_tutorial/test_sql_databases/__init__.py                                            0      0   100%
tests/test_tutorial/test_sql_databases/test_sql_databases.py                                 76     53    30%
tests/test_tutorial/test_sql_databases/test_sql_databases_middleware.py                      77     55    29%
tests/test_tutorial/test_sql_databases/test_sql_databases_middleware_py39.py                 89     59    34%
tests/test_tutorial/test_sql_databases/test_sql_databases_middleware_py310.py                89     59    34%
tests/test_tutorial/test_sql_databases/test_sql_databases_py39.py                            89     59    34%
tests/test_tutorial/test_sql_databases/test_sql_databases_py310.py                           89     59    34%
tests/test_tutorial/test_sql_databases/test_testing_databases.py                             15      8    47%
tests/test_tutorial/test_sql_databases/test_testing_databases_py39.py                        16      8    50%
tests/test_tutorial/test_sql_databases/test_testing_databases_py310.py                       16      8    50%
tests/test_tutorial/test_sub_applications/__init__.py                                         0      0   100%
tests/test_tutorial/test_sub_applications/test_tutorial001.py                                21      0   100%
tests/test_tutorial/test_templates/__init__.py                                                0      0   100%
tests/test_tutorial/test_templates/test_tutorial001.py                                       16      0   100%
tests/test_tutorial/test_testing/__init__.py                                                  0      0   100%
tests/test_tutorial/test_testing/test_main.py                                                 7      0   100%
tests/test_tutorial/test_testing/test_main_b.py                                               8      0   100%
tests/test_tutorial/test_testing/test_main_b_an.py                                            8      0   100%
tests/test_tutorial/test_testing/test_main_b_an_py39.py                                      10      7    30%
tests/test_tutorial/test_testing/test_main_b_an_py310.py                                     10      7    30%
tests/test_tutorial/test_testing/test_main_b_py310.py                                        10      7    30%
tests/test_tutorial/test_testing/test_tutorial001.py                                          7      0   100%
tests/test_tutorial/test_testing/test_tutorial002.py                                          5      0   100%
tests/test_tutorial/test_testing/test_tutorial003.py                                          5      0   100%
tests/test_tutorial/test_testing_dependencies/__init__.py                                     0      0   100%
tests/test_tutorial/test_testing_dependencies/test_tutorial001.py                            24      0   100%
tests/test_tutorial/test_testing_dependencies/test_tutorial001_an.py                         24      0   100%
tests/test_tutorial/test_testing_dependencies/test_tutorial001_an_py39.py                    38     23    39%
tests/test_tutorial/test_testing_dependencies/test_tutorial001_an_py310.py                   38     23    39%
tests/test_tutorial/test_testing_dependencies/test_tutorial001_py310.py                      38     23    39%
tests/test_tutorial/test_websockets/__init__.py                                               0      0   100%
tests/test_tutorial/test_websockets/test_tutorial001.py                                      20      0   100%
tests/test_tutorial/test_websockets/test_tutorial002.py                                      69      0   100%
tests/test_tutorial/test_websockets/test_tutorial002_an.py                                   69      0   100%
tests/test_tutorial/test_websockets/test_tutorial002_an_py39.py                              80     61    24%
tests/test_tutorial/test_websockets/test_tutorial002_an_py310.py                             80     61    24%
tests/test_tutorial/test_websockets/test_tutorial002_py310.py                                80     61    24%
tests/test_tutorial/test_websockets/test_tutorial003.py                                      19      0   100%
tests/test_tutorial/test_websockets/test_tutorial003_py39.py                                 34     20    41%
tests/test_tutorial/test_wsgi/__init__.py                                                     0      0   100%
tests/test_tutorial/test_wsgi/test_tutorial001.py                                            11      0   100%
tests/test_typing_python39.py                                                                14      9    36%
tests/test_union_body.py                                                                     26      0   100%
tests/test_union_inherited_body.py                                                           26      0   100%
tests/test_validate_response.py                                                              51      0   100%
tests/test_validate_response_dataclass.py                                                    31      0   100%
tests/test_validate_response_recursive/__init__.py                                            0      0   100%
tests/test_validate_response_recursive/app_pv1.py                                            21     21     0%
tests/test_validate_response_recursive/app_pv2.py                                            22      0   100%
tests/test_validate_response_recursive/test_validate_response_recursive_pv1.py               12      8    33%
tests/test_validate_response_recursive/test_validate_response_recursive_pv2.py               12      0   100%
tests/test_webhooks_security.py                                                              21      0   100%
tests/test_ws_dependencies.py                                                                47      0   100%
tests/test_ws_router.py                                                                     157      0   100%
tests/utils.py                                                                                7      0   100%
-------------------------------------------------------------------------------------------------------------
TOTAL                                                                                     20952   3817    82%

======================================================== short test summary info ========================================================
FAILED tests/test_datastructures.py::test_upload_file[trio] - AttributeError: module 'trio' has no attribute 'MultiError'
FAILED tests/test_tutorial/test_async_tests/test_main.py::test_root[trio] - AttributeError: module 'trio' has no attribute 'MultiError'
FAILED tests/test_tutorial/test_async_tests/test_main.py::test_async_testing[trio] - AttributeError: module 'trio' has no attribute 'MultiError'
============================================= 3 failed, 1466 passed, 618 skipped in 40.91s ==============================================
